A0A024RBG1,NUD4B_HUMAN
Q9BY44,EIF2A_HUMAN
Q9BY66,KDM5D_HUMAN
Q9BY67,CADM1_HUMAN
Q9BY76,ANGL4_HUMAN
Q9BY77,PDIP3_HUMAN
Q9BY78,RNF26_HUMAN
Q9BY84,DUS16_HUMAN
Q9BY89,K1671_HUMAN
Q9BYC5,FUT8_HUMAN
Q9BYD3,RM04_HUMAN
Q9BYD6,RM01_HUMAN
Q9BYE0,HES7_HUMAN
Q9BYE2,TMPSD_HUMAN
Q9BYE3,LCE3D_HUMAN
Q9BYE7,PCGF6_HUMAN
Q9BYE9,CDHR2_HUMAN
Q9BYF1,ACE2_HUMAN
Q9BYG3,MK67I_HUMAN
Q9BYG4,PAR6G_HUMAN
Q9BYG5,PAR6B_HUMAN
Q9BYH1,SE6L1_HUMAN
Q9BYH8,IKBZ_HUMAN
Q9BYI3,HYCCI_HUMAN
Q9BYJ0,FGFP2_HUMAN
Q9BYJ9,YTHD1_HUMAN
Q9BYK8,HELZ2_HUMAN
Q9BYL1,SAM10_HUMAN
Q9BYM8,HOIL1_HUMAN
Q9BYN0,SRXN1_HUMAN
Q9BYN7,ZN341_HUMAN
Q9BYN8,RT26_HUMAN
Q9BYP7,WNK3_HUMAN
Q9BYP8,KR171_HUMAN
Q9BYQ0,KRA98_HUMAN
Q9BYQ2,KRA94_HUMAN
Q9BYQ3,KRA93_HUMAN
Q9BYQ4,KRA92_HUMAN
Q9BYQ5,KRA46_HUMAN
Q9BYQ6,KR411_HUMAN
Q9BYQ7,KRA41_HUMAN
Q9BYQ8,KRA49_HUMAN
Q9BYQ9,KRA48_HUMAN
Q9BYR2,KRA45_HUMAN
Q9BYR3,KRA44_HUMAN
Q9BYR4,KRA43_HUMAN
Q9BYR5,KRA42_HUMAN
Q9BYR9,KRA24_HUMAN
Q9BYS1,KRA15_HUMAN
Q9BYT3,STK33_HUMAN
Q9BYT5,KRA22_HUMAN
Q9BYT9,ANO3_HUMAN
Q9BYU1,PBX4_HUMAN
Q9BYU5,KRA21_HUMAN
Q9BYV1,AGT2_HUMAN
Q9BYV6,TRI55_HUMAN
Q9BYV7,BCDO2_HUMAN
Q9BYV8,CEP41_HUMAN
Q9BYV9,BACH2_HUMAN
Q9BYW2,SETD2_HUMAN
Q9BYW3,DB126_HUMAN
Q9BYX2,TBD2A_HUMAN
Q9BYX4,IFIH1_HUMAN
Q9BYZ6,RHBT2_HUMAN
Q9BZ11,ADA33_HUMAN
Q9BZ19,ANR60_HUMAN
Q9BZ23,PANK2_HUMAN
Q9BZ29,DOCK9_HUMAN
Q9BZ67,FRMD8_HUMAN
Q9BZ71,PITM3_HUMAN
Q9BZ72,PITM2_HUMAN
Q9BZ76,CNTP3_HUMAN
Q9BZ81,MAGB5_HUMAN
Q9BZ95,NSD3_HUMAN
Q9BZA7,PC11X_HUMAN
Q9BZA8,PC11Y_HUMAN
Q9BZC1,CELF4_HUMAN
Q9BZC7,ABCA2_HUMAN
Q9BZD2,S29A3_HUMAN
Q9BZD6,TMG4_HUMAN
Q9BZD7,TMG3_HUMAN
Q9BZE1,RM37_HUMAN
Q9BZE2,PUS3_HUMAN
Q9BZE3,BARH1_HUMAN
Q9BZE4,NOG1_HUMAN
Q9BZE7,EVG1_HUMAN
Q9BZE9,ASPC1_HUMAN
Q9BZF1,OSBL8_HUMAN
Q9BZF2,OSBL7_HUMAN
Q9BZF3,OSBL6_HUMAN
Q9BZF9,UACA_HUMAN
Q9BZG1,RAB34_HUMAN
Q9BZG8,DPH1_HUMAN
Q9BZI1,IRX2_HUMAN
Q9BZI7,REN3B_HUMAN
Q9BZJ0,CRNL1_HUMAN
Q9BZJ3,TRYD_HUMAN
Q9BZJ4,S2539_HUMAN
Q9BZJ6,GPR63_HUMAN
Q9BZJ7,GPR62_HUMAN
Q9BZJ8,GPR61_HUMAN
Q9BZK7,TBL1R_HUMAN
Q9BZL4,PP12C_HUMAN
Q9BZL6,KPCD2_HUMAN
Q9BZM3,GSX2_HUMAN
Q9BZM4,ULBP3_HUMAN
Q9BZM6,ULBP1_HUMAN
Q9BZP6,CHIA_HUMAN
Q9BZQ2,SHP1L_HUMAN
Q9BZQ6,EDEM3_HUMAN
Q9BZQ8,NIBA1_HUMAN
Q9BZR6,RTN4R_HUMAN
Q9BZR8,B2L14_HUMAN
Q9BZR9,TRIM8_HUMAN
Q9BZS1,FOXP3_HUMAN
Q9BZV1,UBXN6_HUMAN
Q9BZV2,S19A3_HUMAN
Q9BZV3,IMPG2_HUMAN
Q9BZW2,S13A1_HUMAN
Q9BZW7,TSG10_HUMAN
Q9BZZ5,API5_HUMAN
Q9C000,NLRP1_HUMAN
Q9C004,SPY4_HUMAN
Q9C005,DPY30_HUMAN
Q9C009,FOXQ1_HUMAN
Q9C010,IPKB_HUMAN
Q9C026,TRIM9_HUMAN
Q9C056,NKX62_HUMAN
Q9C073,F117A_HUMAN
Q9C075,K1C23_HUMAN
Q9C086,IN80B_HUMAN
Q9C091,GRB1L_HUMAN
Q9C093,SPEF2_HUMAN
Q9C098,DCLK3_HUMAN
Q9C099,LRCC1_HUMAN
Q9C0A0,CNTP4_HUMAN
Q9C0A1,ZFHX2_HUMAN
Q9C0A6,SETD5_HUMAN
Q9C0B0,UNK_HUMAN
Q9C0B1,FTO_HUMAN
Q9C0B2,CFA74_HUMAN
Q9C0B5,ZDHC5_HUMAN
Q9C0B7,TNG6_HUMAN
Q9C0B9,ZCHC2_HUMAN
Q9C0C2,TB182_HUMAN
Q9C0C4,SEM4C_HUMAN
Q9C0C6,CIPC_HUMAN
Q9C0C7,AMRA1_HUMAN
Q9C0C9,UBE2O_HUMAN
Q9C0D0,PHAR1_HUMAN
Q9C0D2,CE295_HUMAN
Q9C0D4,Z518B_HUMAN
Q9C0D5,TANC1_HUMAN
Q9C0D6,FHDC1_HUMAN
Q9C0D7,ZC12C_HUMAN
Q9C0E4,GRIP2_HUMAN
Q9C0E8,LNP_HUMAN
Q9C0F0,ASXL3_HUMAN
Q9C0F1,CEP44_HUMAN
Q9C0F3,ZN436_HUMAN
Q9C0G0,ZN407_HUMAN
Q9C0G6,DYH6_HUMAN
Q9C0H2,TTYH3_HUMAN
Q9C0H6,KLHL4_HUMAN
Q9C0H9,SRCN1_HUMAN
Q9C0I1,MTMRC_HUMAN
Q9C0I3,CCSE1_HUMAN
Q9C0I9,LRC27_HUMAN
Q9C0J1,B3GN4_HUMAN
Q9C0J8,WDR33_HUMAN
Q9C0J9,BHE41_HUMAN
Q9C0K0,BC11B_HUMAN
Q9C0K1,S39A8_HUMAN
Q9C0K7,STRAB_HUMAN
Q9GZM5,YIPF3_HUMAN
Q9GZM8,NDEL1_HUMAN
Q9GZN0,GPR88_HUMAN
Q9GZN2,TGIF2_HUMAN
Q9GZN4,BSSP4_HUMAN
Q9GZN6,S6A16_HUMAN
Q9GZP1,NRSN2_HUMAN
Q9GZP8,IMUP_HUMAN
Q9GZQ4,NMUR2_HUMAN
Q9GZQ6,NPFF1_HUMAN
Q9GZR1,SENP6_HUMAN
Q9GZR2,REXO4_HUMAN
Q9GZR5,ELOV4_HUMAN
Q9GZR7,DDX24_HUMAN
Q9GZS0,DNAI2_HUMAN
Q9GZS9,CHST5_HUMAN
Q9GZT5,WN10A_HUMAN
Q9GZT9,EGLN1_HUMAN
Q9GZU1,MCLN1_HUMAN
Q9GZU2,PEG3_HUMAN
Q9GZU3,TM39B_HUMAN
Q9GZU7,CTDS1_HUMAN
Q9GZU8,PIP30_HUMAN
Q9GZV1,ANKR2_HUMAN
Q9GZV3,SC5A7_HUMAN
Q9GZV5,WWTR1_HUMAN
Q9GZV8,PRD14_HUMAN
Q9GZV9,FGF23_HUMAN
Q9GZW8,MS4A7_HUMAN
Q9GZX3,CHST6_HUMAN
Q9GZX5,ZN350_HUMAN
Q9GZX6,IL22_HUMAN
Q9GZY0,NXF2_HUMAN
Q9GZY4,COA1_HUMAN
Q9GZY6,NTAL_HUMAN
Q9GZY8,MFF_HUMAN
Q9GZZ0,HXD1_HUMAN
Q9GZZ7,GFRA4_HUMAN
Q9H000,MKRN2_HUMAN
Q9H009,NACA2_HUMAN
Q9H013,ADA19_HUMAN
Q9H019,MFR1L_HUMAN
Q9H040,SPRTN_HUMAN
Q9H063,MAF1_HUMAN
Q9H074,PAIP1_HUMAN
Q9H078,CLPB_HUMAN
Q9H079,KTBL1_HUMAN
Q9H089,LSG1_HUMAN
Q9H091,ZMY15_HUMAN
Q9H093,NUAK2_HUMAN
Q9H094,NBPF3_HUMAN
Q9H095,DRC9_HUMAN
Q9H098,F107B_HUMAN
Q9H0A0,NAT10_HUMAN
Q9H0A6,RNF32_HUMAN
Q9H0A9,SPC1L_HUMAN
Q9H0B3,IQCN_HUMAN
Q9H0B6,KLC2_HUMAN
Q9H0B8,CRLD2_HUMAN
Q9H0C3,TM117_HUMAN
Q9H0C5,BTBD1_HUMAN
Q9H0C8,ILKAP_HUMAN
Q9H0D2,ZN541_HUMAN
Q9H0D6,XRN2_HUMAN
Q9H0E3,SP130_HUMAN
Q9H0E7,UBP44_HUMAN
Q9H0E9,BRD8_HUMAN
Q9H0F5,RNF38_HUMAN
Q9H0F6,SHRPN_HUMAN
Q9H0G5,NSRP1_HUMAN
Q9H0H0,INT2_HUMAN
Q9H0H5,RGAP1_HUMAN
Q9H0I2,ENKD1_HUMAN
Q9H0I3,CC113_HUMAN
Q9H0J4,QRIC2_HUMAN
Q9H0J9,PAR12_HUMAN
Q9H0K1,SIK2_HUMAN
Q9H0K4,RSH6A_HUMAN
Q9H0K6,PUS7L_HUMAN
Q9H0L4,CSTFT_HUMAN
Q9H0M0,WWP1_HUMAN
Q9H0M4,ZCPW1_HUMAN
Q9H0M5,ZN700_HUMAN
Q9H0N5,PHS2_HUMAN
Q9H0Q3,FXYD6_HUMAN
Q9H0R3,TM222_HUMAN
Q9H0S4,DDX47_HUMAN
Q9H0U3,MAGT1_HUMAN
Q9H0U9,TSYL1_HUMAN
Q9H0V9,LMA2L_HUMAN
Q9H0W5,CCDC8_HUMAN
Q9H0W7,THAP2_HUMAN
Q9H0W8,SMG9_HUMAN
Q9H0X4,F234A_HUMAN
Q9H0X6,RN208_HUMAN
Q9H0X9,OSBL5_HUMAN
Q9H116,GZF1_HUMAN
Q9H147,TDIF1_HUMAN
Q9H156,SLIK2_HUMAN
Q9H159,CAD19_HUMAN
Q9H160,ING2_HUMAN
Q9H161,ALX4_HUMAN
Q9H165,BC11A_HUMAN
Q9H171,ZBP1_HUMAN
Q9H172,ABCG4_HUMAN
Q9H173,SIL1_HUMAN
Q9H175,CSRN2_HUMAN
Q9H190,SDCB2_HUMAN
Q9H1A4,APC1_HUMAN
Q9H1B5,XYLT2_HUMAN
Q9H1B7,I2BPL_HUMAN
Q9H1C0,LPAR5_HUMAN
Q9H1C3,GL8D2_HUMAN
Q9H1C4,UN93B_HUMAN
Q9H1C7,CYTM1_HUMAN
Q9H1D0,TRPV6_HUMAN
Q9H1E3,NUCKS_HUMAN
Q9H1E5,TMX4_HUMAN
Q9H1F0,WF10A_HUMAN
Q9H1H1,GTSFL_HUMAN
Q9H1H9,KI13A_HUMAN
Q9H1I8,ASCC2_HUMAN
Q9H1J1,REN3A_HUMAN
Q9H1K0,RBNS5_HUMAN
Q9H1M0,N62CL_HUMAN
Q9H1M3,DB129_HUMAN
Q9H1P3,OSBL2_HUMAN
Q9H1Q7,PED1A_HUMAN
Q9H1R2,DUS15_HUMAN
Q9H1R3,MYLK2_HUMAN
Q9H1U4,MEGF9_HUMAN
Q9H1V8,S6A17_HUMAN
Q9H1X3,DJC25_HUMAN
Q9H1Y3,OPN3_HUMAN
Q9H1Z8,AUGN_HUMAN
Q9H201,EPN3_HUMAN
Q9H204,MED28_HUMAN
Q9H211,CDT1_HUMAN
Q9H221,ABCG8_HUMAN
Q9H222,ABCG5_HUMAN
Q9H228,S1PR5_HUMAN
Q9H246,CA021_HUMAN
Q9H251,CAD23_HUMAN
Q9H252,KCNH6_HUMAN
Q9H254,SPTN4_HUMAN
Q9H257,CARD9_HUMAN
Q9H293,IL25_HUMAN
Q9H2A3,NGN2_HUMAN
Q9H2A7,CXL16_HUMAN
Q9H2A9,CHST8_HUMAN
Q9H2B2,SYT4_HUMAN
Q9H2B4,S26A1_HUMAN
Q9H2C1,LHX5_HUMAN
Q9H2D6,TARA_HUMAN
Q9H2F5,EPC1_HUMAN
Q9H2F9,CCD68_HUMAN
Q9H2G2,SLK_HUMAN
Q9H2G4,TSYL2_HUMAN
Q9H2G9,GO45_HUMAN
Q9H2H9,S38A1_HUMAN
Q9H2I8,LRMDA_HUMAN
Q9H2J4,PDCL3_HUMAN
Q9H2J7,S6A15_HUMAN
Q9H2K0,IF3M_HUMAN
Q9H2K2,TNKS2_HUMAN
Q9H2K8,TAOK3_HUMAN
Q9H2L5,RASF4_HUMAN
Q9H2P0,ADNP_HUMAN
Q9H2S1,KCNN2_HUMAN
Q9H2S6,TNMD_HUMAN
Q9H2S9,IKZF4_HUMAN
Q9H2U1,DHX36_HUMAN
Q9H2U2,IPYR2_HUMAN
Q9H2U9,ADAM7_HUMAN
Q9H2V7,SPNS1_HUMAN
Q9H2W2,MIXL1_HUMAN
Q9H2W6,RM46_HUMAN
Q9H2X0,CHRD_HUMAN
Q9H2X3,CLC4M_HUMAN
Q9H2X6,HIPK2_HUMAN
Q9H2X8,I27L2_HUMAN
Q9H2X9,S12A5_HUMAN
Q9H2Y7,ZN106_HUMAN
Q9H2Y9,SO5A1_HUMAN
Q9H2Z4,NKX24_HUMAN
Q9H300,PARL_HUMAN
Q9H305,CDIP1_HUMAN
Q9H307,PININ_HUMAN
Q9H320,VCX1_HUMAN
Q9H321,VCX3B_HUMAN
Q9H322,VCX2_HUMAN
Q9H329,E41LB_HUMAN
Q9H330,TM245_HUMAN
Q9H334,FOXP1_HUMAN
Q9H336,CRLD1_HUMAN
Q9H347,UBQL3_HUMAN
Q9H361,PABP3_HUMAN
Q9H3C7,GGNB2_HUMAN
Q9H3D4,P63_HUMAN
Q9H3E2,SNX25_HUMAN
Q9H3F6,BACD3_HUMAN
Q9H3H1,MOD5_HUMAN
Q9H3H3,CK068_HUMAN
Q9H3H9,TCAL2_HUMAN
Q9H3J6,CL065_HUMAN
Q9H3K2,GHITM_HUMAN
Q9H3M0,KCNF1_HUMAN
Q9H3M9,ATX3L_HUMAN
Q9H3N1,TMX1_HUMAN
Q9H3N8,HRH4_HUMAN
Q9H3P2,NELFA_HUMAN
Q9H3P7,GCP60_HUMAN
Q9H3Q1,BORG4_HUMAN
Q9H3Q3,G3ST2_HUMAN
Q9H3R0,KDM4C_HUMAN
Q9H3R1,NDST4_HUMAN
Q9H3R2,MUC13_HUMAN
Q9H3R5,CENPH_HUMAN
Q9H3S1,SEM4A_HUMAN
Q9H3S3,TMPS5_HUMAN
Q9H3S7,PTN23_HUMAN
Q9H3T2,SEM6C_HUMAN
Q9H3T3,SEM6B_HUMAN
Q9H3Y8,PPDPF_HUMAN
Q9H3Z4,DNJC5_HUMAN
Q9H400,LIME1_HUMAN
Q9H410,DSN1_HUMAN
Q9H422,HIPK3_HUMAN
Q9H425,CA198_HUMAN
Q9H426,RIMS4_HUMAN
Q9H444,CHM4B_HUMAN
Q9H446,RWDD1_HUMAN
Q9H461,FZD8_HUMAN
Q9H467,CUED2_HUMAN
Q9H497,TOR3A_HUMAN
Q9H4A3,WNK1_HUMAN
Q9H4A5,GLP3L_HUMAN
Q9H4A6,GOLP3_HUMAN
Q9H4A9,DPEP2_HUMAN
Q9H4B4,PLK3_HUMAN
Q9H4B6,SAV1_HUMAN
Q9H4B8,DPEP3_HUMAN
Q9H4D0,CSTN2_HUMAN
Q9H4D5,NXF3_HUMAN
Q9H4E7,DEFI6_HUMAN
Q9H4F1,SIA7D_HUMAN
Q9H4F8,SMOC1_HUMAN
Q9H4G0,E41L1_HUMAN
Q9H4G1,CST9L_HUMAN
Q9H4H8,FA83D_HUMAN
Q9H4I0,RD21L_HUMAN
Q9H4I2,ZHX3_HUMAN
Q9H4I3,TRABD_HUMAN
Q9H4I9,EMRE_HUMAN
Q9H4L4,SENP3_HUMAN
Q9H4L5,OSBL3_HUMAN
Q9H4L7,SMRCD_HUMAN
Q9H4M7,PKHA4_HUMAN
Q9H4Q3,PRD13_HUMAN
Q9H4Q4,PRD12_HUMAN
Q9H4S2,GSX1_HUMAN
Q9H4T2,ZSC16_HUMAN
Q9H4W6,COE3_HUMAN
Q9H4X1,RGCC_HUMAN
Q9H4Z2,ZN335_HUMAN
Q9H4Z3,CAPAM_HUMAN
Q9H501,ESF1_HUMAN
Q9H511,KLH31_HUMAN
Q9H582,ZN644_HUMAN
Q9H583,HEAT1_HUMAN
Q9H598,VIAAT_HUMAN
Q9H5H4,ZN768_HUMAN
Q9H5I5,PIEZ2_HUMAN
Q9H5J0,ZBTB3_HUMAN
Q9H5J8,TAF1D_HUMAN
Q9H5K3,SG196_HUMAN
Q9H5L6,THAP9_HUMAN
Q9H5N1,RABE2_HUMAN
Q9H5P4,PDZD7_HUMAN
Q9H5U6,ZCHC4_HUMAN
Q9H5V7,IKZF5_HUMAN
Q9H5V8,CDCP1_HUMAN
Q9H5Y7,SLIK6_HUMAN
Q9H5Z6,F124B_HUMAN
Q9H607,OCEL1_HUMAN
Q9H609,ZN576_HUMAN
Q9H611,PIF1_HUMAN
Q9H633,RPP21_HUMAN
Q9H665,IGFR1_HUMAN
Q9H693,CP095_HUMAN
Q9H694,BICC1_HUMAN
Q9H6A0,DEN2D_HUMAN
Q9H6A9,PCX3_HUMAN
Q9H6B1,Z385D_HUMAN
Q9H6B4,CLMP_HUMAN
Q9H6D3,XKR8_HUMAN
Q9H6D8,FNDC4_HUMAN
Q9H6E4,CC134_HUMAN
Q9H6E5,STPAP_HUMAN
Q9H6F2,TM38A_HUMAN
Q9H6F5,CCD86_HUMAN
Q9H6H4,REEP4_HUMAN
Q9H6I2,SOX17_HUMAN
Q9H6J7,CK049_HUMAN
Q9H6K1,ILRUN_HUMAN
Q9H6K5,PRR36_HUMAN
Q9H6L5,RETR1_HUMAN
Q9H6P5,TASP1_HUMAN
Q9H6Q3,SLAP2_HUMAN
Q9H6R0,DHX33_HUMAN
Q9H6R3,ACSS3_HUMAN
Q9H6R4,NOL6_HUMAN
Q9H6R7,WDCP_HUMAN
Q9H6S0,YTDC2_HUMAN
Q9H6S1,AZI2_HUMAN
Q9H6S3,ES8L2_HUMAN
Q9H6T3,RPAP3_HUMAN
Q9H6U6,BCAS3_HUMAN
Q9H6U8,ALG9_HUMAN
Q9H6W3,RIOX1_HUMAN
Q9H6X2,ANTR1_HUMAN
Q9H6X4,TM134_HUMAN
Q9H6X5,CS044_HUMAN
Q9H6Y2,WDR55_HUMAN
Q9H6Y5,MAGIX_HUMAN
Q9H6Z4,RANB3_HUMAN
Q9H706,GARE1_HUMAN
Q9H707,ZN552_HUMAN
Q9H714,PACER_HUMAN
Q9H720,PG2IP_HUMAN
Q9H756,LRC19_HUMAN
Q9H772,GREM2_HUMAN
Q9H773,DCTP1_HUMAN
Q9H788,SH24A_HUMAN
Q9H790,EXO5_HUMAN
Q9H792,PEAK1_HUMAN
Q9H799,CPLN1_HUMAN
Q9H7B2,RPF2_HUMAN
Q9H7C4,SYNCI_HUMAN
Q9H7D0,DOCK5_HUMAN
Q9H7D7,WDR26_HUMAN
Q9H7E2,TDRD3_HUMAN
Q9H7E9,CH033_HUMAN
Q9H7J1,PPR3E_HUMAN
Q9H7L9,SDS3_HUMAN
Q9H7N4,SFR19_HUMAN
Q9H7P6,MB12B_HUMAN
Q9H7P9,PKHG2_HUMAN
Q9H7R0,ZN442_HUMAN
Q9H7R5,ZN665_HUMAN
Q9H7S9,ZN703_HUMAN
Q9H7T9,AUNIP_HUMAN
Q9H7U1,CCSE2_HUMAN
Q9H7V2,SYNG1_HUMAN
Q9H7X2,CA115_HUMAN
Q9H7X3,ZN696_HUMAN
Q9H7Y0,DIK2B_HUMAN
Q9H7Z3,NRDE2_HUMAN
Q9H7Z6,KAT8_HUMAN
Q9H7Z7,PGES2_HUMAN
Q9H808,TLE6_HUMAN
Q9H813,PACC1_HUMAN
Q9H814,PHAX_HUMAN
Q9H816,DCR1B_HUMAN
Q9H819,DJC18_HUMAN
Q9H825,METL8_HUMAN
Q9H832,UBE2Z_HUMAN
Q9H841,NPAL2_HUMAN
Q9H845,ACAD9_HUMAN
Q9H857,NT5D2_HUMAN
Q9H869,YYAP1_HUMAN
Q9H875,PKRI1_HUMAN
Q9H892,TTC12_HUMAN
Q9H898,ZMAT4_HUMAN
Q9H8E8,CSR2B_HUMAN
Q9H8G2,CAAP1_HUMAN
Q9H8J5,MANS1_HUMAN
Q9H8K7,CJ088_HUMAN
Q9H8L6,MMRN2_HUMAN
Q9H8M2,BRD9_HUMAN
Q9H8M5,CNNM2_HUMAN
Q9H8M9,EVA1A_HUMAN
Q9H8N7,ZN395_HUMAN
Q9H8S5,CNTD2_HUMAN
Q9H8T0,AKTIP_HUMAN
Q9H8U3,ZFAN3_HUMAN
Q9H8V3,ECT2_HUMAN
Q9H8W3,F204A_HUMAN
Q9H8W4,PKHF2_HUMAN
Q9H8X9,ZDH11_HUMAN
Q9H8Y1,VRTN_HUMAN
Q9H8Y5,ANKZ1_HUMAN
Q9H8Y8,GORS2_HUMAN
Q9H902,REEP1_HUMAN
Q9H903,MTD2L_HUMAN
Q9H910,JUPI2_HUMAN
Q9H930,SP14L_HUMAN
Q9H939,PPIP2_HUMAN
Q9H967,WDR76_HUMAN
Q9H972,CN093_HUMAN
Q9H981,ARP8_HUMAN
Q9H987,SYP2L_HUMAN
Q9H992,MARH7_HUMAN
Q9H9A5,CNO10_HUMAN
Q9H9A7,RMI1_HUMAN
Q9H9B1,EHMT1_HUMAN
Q9H9C1,SPE39_HUMAN
Q9H9D4,ZN408_HUMAN
Q9H9F9,ARP5_HUMAN
Q9H9H4,VP37B_HUMAN
Q9H9H5,MA6D1_HUMAN
Q9H9J2,RM44_HUMAN
Q9H9L3,I20L2_HUMAN
Q9H9L4,KANL2_HUMAN
Q9H9L7,AKIR1_HUMAN
Q9H9P8,L2HDH_HUMAN
Q9H9Q2,CSN7B_HUMAN
Q9H9Q4,NHEJ1_HUMAN
Q9H9R9,DBND1_HUMAN
Q9H9S0,NANOG_HUMAN
Q9H9Y2,RPF1_HUMAN
Q9H9Z2,LN28A_HUMAN
Q9HA38,ZMAT3_HUMAN
Q9HA47,UCK1_HUMAN
Q9HA82,CERS4_HUMAN
Q9HA90,EFCC1_HUMAN
Q9HA92,RSAD1_HUMAN
Q9HAB3,S52A2_HUMAN
Q9HAC8,UBTD1_HUMAN
Q9HAF1,EAF6_HUMAN
Q9HAH1,ZN556_HUMAN
Q9HAH7,FBRS_HUMAN
Q9HAI6,CX021_HUMAN
Q9HAJ7,SP30L_HUMAN
Q9HAK2,COE2_HUMAN
Q9HAN9,NMNA1_HUMAN
Q9HAP2,MLXIP_HUMAN
Q9HAQ2,KIF9_HUMAN
Q9HAS0,NJMU_HUMAN
Q9HAS3,S28A3_HUMAN
Q9HAT1,LMA1L_HUMAN
Q9HAU0,PKHA5_HUMAN
Q9HAU4,SMUF2_HUMAN
Q9HAU5,RENT2_HUMAN
Q9HAU8,RNPL1_HUMAN
Q9HAV5,TNR27_HUMAN
Q9HAV7,GRPE1_HUMAN
Q9HAW0,BRF2_HUMAN
Q9HAW4,CLSPN_HUMAN
Q9HAY2,MAGF1_HUMAN
Q9HAZ1,CLK4_HUMAN
Q9HAZ2,PRD16_HUMAN
Q9HB07,MYG1_HUMAN
Q9HB09,B2L12_HUMAN
Q9HB14,KCNKD_HUMAN
Q9HB15,KCNKC_HUMAN
Q9HB20,PKHA3_HUMAN
Q9HB21,PKHA1_HUMAN
Q9HB29,ILRL2_HUMAN
Q9HB58,SP110_HUMAN
Q9HB65,ELL3_HUMAN
Q9HB89,NMUR1_HUMAN
Q9HB90,RRAGC_HUMAN
Q9HB96,FANCE_HUMAN
Q9HBA0,TRPV4_HUMAN
Q9HBB8,CDHR5_HUMAN
Q9HBD1,RC3H2_HUMAN
Q9HBE1,PATZ1_HUMAN
Q9HBG4,VPP4_HUMAN
Q9HBG7,LY9_HUMAN
Q9HBH1,DEFM_HUMAN
Q9HBH7,BEX1_HUMAN
Q9HBH9,MKNK2_HUMAN
Q9HBI1,PARVB_HUMAN
Q9HBJ0,PLAC1_HUMAN
Q9HBJ7,UBP29_HUMAN
Q9HBJ8,CLTRN_HUMAN
Q9HBL0,TENS1_HUMAN
Q9HBL6,LRTM1_HUMAN
Q9HBM0,VEZA_HUMAN
Q9HBM6,TAF9B_HUMAN
Q9HBR0,S38AA_HUMAN
Q9HBT8,Z286A_HUMAN
Q9HBU1,BARX1_HUMAN
Q9HBU6,EKI1_HUMAN
Q9HBU9,POPD2_HUMAN
Q9HBV2,SACA1_HUMAN
Q9HBW0,LPAR2_HUMAN
Q9HBW1,LRRC4_HUMAN
Q9HBX8,LGR6_HUMAN
Q9HBZ2,ARNT2_HUMAN
Q9HC07,TM165_HUMAN
Q9HC10,OTOF_HUMAN
Q9HC35,EMAL4_HUMAN
Q9HC36,MRM3_HUMAN
Q9HC44,GPBL1_HUMAN
Q9HC52,CBX8_HUMAN
Q9HC56,PCDH9_HUMAN
Q9HC58,NCKX3_HUMAN
Q9HC62,SENP2_HUMAN
Q9HC73,CRLF2_HUMAN
Q9HC77,CENPJ_HUMAN
Q9HC78,ZBT20_HUMAN
Q9HC84,MUC5B_HUMAN
Q9HC98,NEK6_HUMAN
Q9HCB6,SPON1_HUMAN
Q9HCC6,HES4_HUMAN
Q9HCC9,LST2_HUMAN
Q9HCD5,NCOA5_HUMAN
Q9HCD6,TANC2_HUMAN
Q9HCE0,EPG5_HUMAN
Q9HCE3,ZN532_HUMAN
Q9HCE5,MET14_HUMAN
Q9HCE6,ARGAL_HUMAN
Q9HCE7,SMUF1_HUMAN
Q9HCE9,ANO8_HUMAN
Q9HCG1,ZN160_HUMAN
Q9HCG7,GBA2_HUMAN
Q9HCG8,CWC22_HUMAN
Q9HCH5,SYTL2_HUMAN
Q9HCI5,MAGE1_HUMAN
Q9HCI6,K1586_HUMAN
Q9HCI7,MSL2_HUMAN
Q9HCJ0,TNR6C_HUMAN
Q9HCJ1,ANKH_HUMAN
Q9HCJ2,LRC4C_HUMAN
Q9HCJ3,RAVR2_HUMAN
Q9HCJ5,ZSWM6_HUMAN
Q9HCJ6,VAT1L_HUMAN
Q9HCK0,ZBT26_HUMAN
Q9HCK1,ZDBF2_HUMAN
Q9HCK4,ROBO2_HUMAN
Q9HCK8,CHD8_HUMAN
Q9HCL0,PCD18_HUMAN
Q9HCL3,ZFP14_HUMAN
Q9HCM1,RESF1_HUMAN
Q9HCM2,PLXA4_HUMAN
Q9HCM3,K1549_HUMAN
Q9HCM4,E41L5_HUMAN
Q9HCM7,FBSL_HUMAN
Q9HCN3,TMM8A_HUMAN
Q9HCN4,GPN1_HUMAN
Q9HCN6,GPVI_HUMAN
Q9HCP0,KC1G1_HUMAN
Q9HCR9,PDE11_HUMAN
Q9HCS4,TF7L1_HUMAN
Q9HCS5,E41LA_HUMAN
Q9HCS7,SYF1_HUMAN
Q9HCT0,FGF22_HUMAN
Q9HCU0,CD248_HUMAN
Q9HCU4,CELR2_HUMAN
Q9HCU8,DPOD4_HUMAN
Q9HCU9,BRMS1_HUMAN
Q9HCX3,ZN304_HUMAN
Q9HCX4,TRPC7_HUMAN
Q9HCZ1,ZN334_HUMAN
Q9HD20,AT131_HUMAN
Q9HD23,MRS2_HUMAN
Q9HD26,GOPC_HUMAN
Q9HD33,RM47_HUMAN
